calc post impressions unique,Calc Percentage consumption unique,calc post fan engagement percent,calc total engagement percentage,calc total reactions,calc shares as a percent of engagement,Created At (Days),Created At,Fb Content Piece Id,Fb Id,Number of Records,Post Consumption Other clicks,Post consumption link clicks,Post consumption photo view,Post consumptions link click unique,Post consumptions other clicks unique,Post consumptions photo view unique,Post consumptions unique,Post consumptions,Post engaged fan,Post engaged users,Post fan reach,Post impressions by story type unique,Post impressions by story type,Post impressions fan unique,Post impressions organic unique,Post impressions organic,Post impressions paid unique,Post impressions paid,Post impressions total unique,Post impressions total,Post impressions unique,Post impressions unpaid unique,Post impressions unpaid,Post impressions viral unique,Post impressions viral,Post impressions,Post negative feedback unique,Post negative feedback,Post reaction anger total,Post stories comments,Post stories like,Post stories share,Post story adds unique,Post story adds,Post storytellers comment,Post storytellers like,Post storytellers share,Post storytellers,Total Post reactions anger,Total Post reactions sorry,Total post reactions haha,Total post reactions like,Total post reactions love,Total post reactions wow,Updated At,Post Impressions Fans,Post Reactions Haha Total,Post Reactions Like Total,Post Reactions Love Total 1,Post Reactions Sorry Total,Post Reactions Wow Total,Post Stories Lifetime,Post Story Adds Comment Unique,Post Story Adds Comments,Post Story Adds Like Unique,Post Story Adds Like,Post Story Adds Share Unique,Post Story Ads Share
25088,0.025510204,0.076802184,0.054321242,1667,0.011848341,21,3/21/2017 12:10:19 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,572,1,153,525,640,788,1857,2110,24179,2917,3681,24179,25088,35162,0,0,27521,38843,27521,27521,38843,2917,3681,38843,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 12:10:19 AM,33539,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025510204,0.076802184,0.054321242,1667,0.011848341,21,3/21/2017 1:10:19 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,572,1,153,525,640,788,1857,2110,24179,2917,3681,24179,25088,35162,0,0,27521,38843,27521,27521,38843,2917,3681,38843,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 1:10:19 AM,33539,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 2:10:16 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 2:10:16 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 3:10:29 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 3:10:29 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 4:10:25 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 4:10:25 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 5:10:16 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 5:10:16 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 6:10:30 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 6:10:30 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 7:10:26 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 7:10:26 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 8:10:22 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 8:10:22 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25095,0.025622634,0.077008975,0.054427546,1667,0.011820331,21,3/21/2017 9:10:22 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,576,1,153,529,643,792,1862,2115,24179,2921,3689,24179,25095,35170,0,0,27529,38859,27529,27529,38859,2921,3689,38859,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 9:10:22 AM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25095,0.025622634,0.077008975,0.054427546,1667,0.011820331,21,3/21/2017 10:10:19 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,576,1,153,529,643,792,1862,2115,24179,2921,3689,24179,25095,35170,0,0,27529,38859,27529,27529,38859,2921,3689,38859,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 10:10:19 AM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25095,0.025622634,0.077008975,0.054427546,1667,0.011820331,21,3/21/2017 11:10:22 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,580,1,153,529,643,792,1862,2115,24179,2921,3689,24179,25095,35170,0,0,27529,38859,27529,27529,38859,2921,3689,38859,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 11:10:22 AM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25099,0.025897446,0.077133049,0.054494931,1667,0.011803588,21,3/21/2017 12:10:25 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,580,1,153,535,650,798,1865,2118,24179,2921,3691,24179,25099,35175,0,0,27535,38866,27535,27535,38866,2921,3691,38866,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 12:10:25 PM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25099,0.025897446,0.077133049,0.054494931,1667,0.011803588,21,3/21/2017 1:10:23 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,583,1,153,535,650,798,1865,2118,24179,2921,3691,24179,25099,35175,0,0,27535,38866,27535,27535,38866,2921,3691,38866,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 1:10:23 PM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25099,0.025937288,0.077133049,0.054559486,1667,0.011786893,21,3/21/2017 2:10:30 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,583,1,153,537,651,800,1865,2121,24179,2921,3696,24179,25099,35179,0,0,27535,38875,27535,27535,38875,2925,3696,38875,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 2:10:30 PM,33545,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25099,0.025937288,0.077133049,0.054559486,1667,0.011786893,21,3/21/2017 3:10:28 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,584,1,153,537,651,800,1865,2121,24179,2929,3696,24179,25099,35179,0,0,27535,38875,27535,27535,38875,2925,3696,38875,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 3:10:28 PM,33545,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25099,0.025937288,0.077133049,0.054559486,1667,0.011786893,21,3/21/2017 4:10:29 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,584,1,153,537,651,800,1865,2121,24179,2929,3696,24179,25099,35179,0,0,27535,38875,27535,27535,38875,2925,3696,38875,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 4:10:29 PM,33545,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25122,0.026152376,0.077066116,0.054688504,1672,0.012223789,21,3/21/2017 5:10:31 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,586,1,155,539,657,804,1865,2127,24200,2937,3709,24200,25122,35184,0,0,27562,38893,27562,27562,38893,2937,3709,38893,2,2,6,6,1671,26,1580,1703,5,1560,26,1580,6,8,13,1597,3,45,3/21/2017 5:10:31 PM,33548,13,1597,3,8,45,1703,5,6,1560,1671,26,26
25122,0.026192182,0.077066116,0.054680069,1672,0.012223789,21,3/21/2017 6:10:42 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,588,1,155,540,658,806,1865,2127,24200,2937,3709,24200,25122,35190,0,0,27562,38899,27562,27562,38899,2937,3709,38899,2,2,6,6,1671,26,1580,1703,5,1560,26,1580,6,8,13,1597,3,45,3/21/2017 6:10:42 PM,33550,13,1597,3,8,45,1703,5,6,1560,1671,26,26
25122,0.026311599,0.077148760,0.054680069,1672,0.012223789,21,3/21/2017 7:10:32 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,588,1,155,540,661,806,1867,2127,24200,2937,3713,24200,25122,35190,0,0,27562,38899,27562,27562,38899,2937,3713,38899,2,2,6,6,1671,26,1580,1703,5,1560,26,1580,6,8,13,1597,3,45,3/21/2017 7:10:32 PM,33550,13,1597,3,8,45,1703,5,6,1560,1671,26,26
25122,0.026470822,0.077148760,0.054938843,1673,0.012160898,21,3/21/2017 8:10:25 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,596,1,155,548,665,814,1867,2138,24200,2937,3719,24200,25122,35197,0,0,27562,38916,27562,27562,38916,2937,3719,38916,2,2,6,6,1672,26,1580,1704,5,1560,26,1580,6,8,13,1598,3,45,3/21/2017 8:10:25 PM,33555,13,1598,3,8,45,1704,5,6,1560,1672,26,26
25122,0.026550434,0.077148760,0.054928962,1673,0.012160898,21,3/21/2017 9:10:18 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,597,1,155,550,667,815,1867,2138,24200,2942,3722,24200,25122,35201,0,0,27562,38923,27562,27562,38923,2942,3722,38923,2,2,6,6,1672,26,1580,1704,5,1560,26,1580,6,8,13,1598,3,45,3/21/2017 9:10:18 PM,33557,13,1598,3,8,45,1704,5,6,1560,1672,26,26
25122,0.026550434,0.077148760,0.054928962,1673,0.012160898,21,3/21/2017 10:10:24 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,597,1,155,550,667,815,1867,2138,24200,2942,3722,24200,25122,35201,0,0,27562,38923,27562,27562,38923,2942,3722,38923,2,2,6,6,1672,26,1580,1704,5,1560,26,1580,6,8,13,1598,3,45,3/21/2017 10:10:24 PM,33557,13,1598,3,8,45,1704,5,6,1560,1672,26,26
25127,0.026863533,0.077148760,0.055054824,1673,0.012126866,21,3/21/2017 11:10:46 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,603,1,155,557,675,821,1867,2144,24200,2946,3730,24200,25127,35213,0,0,27584,38943,27584,27584,38943,2946,3730,38943,2,2,6,6,1672,26,1580,1704,5,1560,26,1580,6,8,13,1598,3,45,3/21/2017 11:10:46 PM,33563,13,1598,3,8,45,1704,5,6,1560,1672,26,26
25127,0.026903331,0.077148760,0.055044929,1674,0.012126866,22,3/22/2017 12:10:39 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,605,1,155,559,676,823,1867,2144,24200,2946,3733,24200,25127,35217,0,0,27584,38950,27584,27584,38950,2946,3733,38950,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 12:10:39 AM,33564,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.026903331,0.077148760,0.055044929,1674,0.012126866,22,3/22/2017 1:10:25 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,605,1,155,559,676,823,1867,2144,24200,2946,3733,24200,25127,35217,0,0,27584,38950,27584,27584,38950,2946,3733,38950,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 1:10:25 AM,33564,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.027102320,0.077148760,0.055169050,1674,0.012098651,22,3/22/2017 2:10:43 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,608,1,155,563,681,826,1867,2149,24200,2946,3733,24200,25127,35220,0,0,27584,38953,27584,27584,38953,2946,3733,38953,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 2:10:43 AM,33566,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.027142118,0.077148760,0.055169050,1674,0.012098651,22,3/22/2017 3:10:26 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1867,2149,24200,2946,3733,24200,25127,35220,0,0,27584,38953,27584,27584,38953,2946,3733,38953,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 3:10:26 AM,33566,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.027142118,0.077148760,0.055169050,1674,0.012098651,22,3/22/2017 4:10:29 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1867,2149,24200,2946,3733,24200,25127,35220,0,0,27584,38953,27584,27584,38953,2946,3733,38953,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 4:10:29 AM,33566,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.027142118,0.077148760,0.055167634,1674,0.012098651,22,3/22/2017 5:10:50 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1867,2149,24200,2946,3734,24200,25127,35220,0,0,27584,38954,27584,27584,38954,2946,3734,38954,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 5:10:50 AM,33566,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.027142118,0.077148760,0.055167634,1674,0.012098651,22,3/22/2017 6:10:47 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1867,2149,24200,2946,3734,24200,25127,35220,0,0,27584,38954,27584,27584,38954,2946,3734,38954,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 6:10:47 AM,33566,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.027142118,0.077148760,0.055166217,1674,0.012098651,22,3/22/2017 7:10:19 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1867,2149,24200,2946,3735,24200,25127,35220,0,0,27584,38955,27584,27584,38955,2946,3735,38955,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 7:10:19 AM,33566,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.027142118,0.077148760,0.055166217,1674,0.012098651,22,3/22/2017 8:10:26 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1867,2149,24200,2946,3735,24200,25127,35220,0,0,27584,38955,27584,27584,38955,2946,3735,38955,2,2,6,6,1673,26,1580,1705,5,1560,26,1580,6,8,13,1599,3,45,3/22/2017 8:10:26 AM,33566,13,1599,3,8,45,1705,5,6,1560,1673,26,26
25127,0.027142118,0.077272727,0.055237557,1675,0.012081784,22,3/22/2017 9:10:23 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1870,2152,24200,2950,3737,24200,25127,35222,0,0,27592,38959,27592,27592,38959,2950,3737,38959,2,2,6,6,1674,26,1582,1706,5,1562,26,1582,6,8,13,1600,3,45,3/22/2017 9:10:23 AM,33568,13,1600,3,8,45,1706,5,6,1562,1674,26,26
25127,0.027142118,0.077272727,0.055237557,1675,0.012081784,22,3/22/2017 10:10:27 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1870,2152,24200,2950,3737,24200,25127,35222,0,0,27592,38959,27592,27592,38959,2950,3737,38959,2,2,6,6,1674,26,1582,1706,5,1562,26,1582,6,8,13,1600,3,45,3/22/2017 10:10:27 AM,33568,13,1600,3,8,45,1706,5,6,1562,1674,26,26
25127,0.027142118,0.077272727,0.055233304,1675,0.012081784,22,3/22/2017 11:10:35 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1870,2152,24200,2950,3737,24200,25127,35225,0,0,27592,38962,27592,27592,38962,2950,3737,38962,2,2,6,6,1674,26,1582,1706,5,1562,26,1582,6,8,13,1600,3,45,3/22/2017 11:10:35 AM,33569,13,1600,3,8,45,1706,5,6,1562,1674,26,26
25127,0.027142118,0.077272727,0.055233304,1675,0.012081784,22,3/22/2017 12:10:24 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1870,2152,24200,2950,3737,24200,25127,35225,0,0,27592,38962,27592,27592,38962,2950,3737,38962,2,2,6,6,1674,26,1582,1706,5,1562,26,1582,6,8,13,1600,3,45,3/22/2017 12:10:24 PM,33569,13,1600,3,8,45,1706,5,6,1562,1674,26,26
25127,0.027142118,0.077272727,0.055233304,1675,0.012081784,22,3/22/2017 1:10:28 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1870,2152,24200,2959,3737,24200,25127,35225,0,0,27592,38962,27592,27592,38962,2950,3737,38962,2,2,6,6,1674,26,1582,1706,5,1562,26,1582,6,8,13,1600,3,45,3/22/2017 1:10:28 PM,33569,13,1600,3,8,45,1706,5,6,1562,1674,26,26
25127,0.027142118,0.077272727,0.055301786,1676,0.012064965,22,3/22/2017 2:10:23 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1870,2155,24200,2959,3740,24200,25127,35228,0,0,27592,38968,27592,27592,38968,2959,3740,38968,2,2,6,6,1675,26,1584,1707,5,1565,26,1584,6,8,13,1601,3,45,3/22/2017 2:10:23 PM,33569,13,1601,3,8,45,1707,5,6,1565,1675,26,26
25127,0.027142118,0.077272727,0.055298948,1676,0.012064965,22,3/22/2017 3:10:23 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,609,1,155,564,682,827,1870,2155,24200,2959,3740,24200,25127,35230,0,0,27592,38970,27592,27592,38970,2959,3740,38970,2,2,6,6,1675,26,1584,1707,5,1565,26,1584,6,8,13,1601,3,45,3/22/2017 3:10:23 PM,33570,13,1601,3,8,45,1707,5,6,1565,1675,26,26
25179,0.027125779,0.077272727,0.055374509,1676,0.012048193,22,3/22/2017 4:10:24 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,611,1,155,567,683,829,1870,2158,24200,2959,3740,24200,25179,35231,0,0,27592,38971,27592,27592,38971,2959,3740,38971,2,2,6,6,1675,26,1584,1707,5,1565,26,1584,6,8,13,1601,3,45,3/22/2017 4:10:24 PM,33570,13,1601,3,8,45,1707,5,6,1565,1675,26,26
25179,0.027125779,0.077272727,0.055374509,1676,0.012048193,22,3/22/2017 5:10:33 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,611,1,155,567,683,829,1870,2158,24200,2959,3740,24200,25179,35231,0,0,27592,38971,27592,27592,38971,2959,3740,38971,2,2,6,6,1675,26,1584,1707,5,1565,26,1584,6,8,13,1601,3,45,3/22/2017 5:10:33 PM,33570,13,1601,3,8,45,1707,5,6,1565,1675,26,26
25179,0.027125779,0.077272727,0.055374509,1676,0.012048193,22,3/22/2017 6:10:15 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,611,1,155,567,683,829,1870,2158,24200,2959,3740,24200,25179,35231,0,0,27592,38971,27592,27592,38971,2959,3740,38971,2,2,6,6,1675,26,1584,1707,5,1565,26,1584,6,8,13,1601,3,45,3/22/2017 6:10:15 PM,33570,13,1601,3,8,45,1707,5,6,1565,1675,26,26
25179,0.027205211,0.077355372,0.055447221,1678,0.012031467,22,3/22/2017 7:10:22 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,614,1,155,568,685,832,1872,2161,24200,2959,3742,24200,25179,35232,0,0,27592,38974,27592,27592,38974,2959,3742,38974,2,2,6,6,1677,26,1586,1709,5,1569,26,1586,6,8,13,1603,3,45,3/22/2017 7:10:22 PM,33570,13,1603,3,8,45,1709,5,6,1569,1677,26,26
25179,0.027205211,0.077355372,0.055447221,1678,0.012031467,22,3/22/2017 8:10:28 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,614,1,155,568,685,832,1872,2161,24200,2959,3742,24200,25179,35232,0,0,27592,38974,27592,27592,38974,2959,3742,38974,2,2,6,6,1677,26,1586,1709,5,1569,26,1586,6,8,13,1603,3,45,3/22/2017 8:10:28 PM,33570,13,1603,3,8,45,1709,5,6,1569,1677,26,26
25179,0.027205211,0.077355372,0.055447221,1678,0.012031467,22,3/22/2017 9:10:17 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,614,1,155,568,685,832,1872,2161,24200,2959,3742,24200,25179,35232,0,0,27592,38974,27592,27592,38974,2959,3742,38974,2,2,6,6,1677,26,1586,1709,5,1569,26,1586,6,8,13,1603,3,45,3/22/2017 9:10:17 PM,33570,13,1603,3,8,45,1709,5,6,1569,1677,26,26
25179,0.027364073,0.077561984,0.055591185,1678,0.011998154,22,3/22/2017 10:10:48 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,620,1,155,572,689,838,1877,2167,24200,2959,3744,24200,25179,35237,0,0,27592,38981,27592,27592,38981,2959,3744,38981,2,2,6,6,1677,26,1586,1709,5,1569,26,1586,6,8,13,1603,3,45,3/22/2017 10:10:48 PM,33570,13,1603,3,8,45,1709,5,6,1569,1677,26,26
25179,0.027522936,0.077561984,0.055713736,1679,0.011970534,22,3/22/2017 11:10:30 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,625,1,155,577,693,843,1877,2172,24200,2959,3747,24200,25179,35238,0,0,27592,38985,27592,27592,38985,2959,3747,38985,2,2,6,6,1678,26,1588,1710,5,1571,26,1588,6,8,13,1604,3,45,3/22/2017 11:10:30 PM,33570,13,1604,3,8,45,1710,5,6,1571,1678,26,26
25179,0.027522936,0.077561984,0.055713736,1679,0.011970534,23,3/23/2017 12:10:21 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,625,1,155,577,693,843,1877,2172,24200,2959,3747,24200,25179,35238,0,0,27592,38985,27592,27592,38985,2959,3747,38985,2,2,6,6,1678,26,1588,1710,5,1571,26,1588,6,8,13,1604,3,45,3/23/2017 12:10:21 AM,33570,13,1604,3,8,45,1710,5,6,1571,1678,26,26
25179,0.027522936,0.077561984,0.055713736,1679,0.011970534,23,3/23/2017 1:10:23 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,625,1,155,577,693,843,1877,2172,24200,2959,3747,24200,25179,35238,0,0,27592,38985,27592,27592,38985,2959,3747,38985,2,2,6,6,1678,26,1588,1710,5,1571,26,1588,6,8,13,1604,3,45,3/23/2017 1:10:23 AM,33570,13,1604,3,8,45,1710,5,6,1571,1678,26,26
25179,0.027681798,0.077685950,0.055859044,1679,0.011937557,23,3/23/2017 6:10:18 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,630,1,155,581,697,848,1880,2178,24200,2963,3748,24200,25179,35243,0,0,27592,38991,27592,27592,38991,2963,3748,38991,2,2,6,6,1678,26,1588,1710,5,1571,26,1588,6,8,13,1604,3,45,3/23/2017 6:10:18 AM,33573,13,1604,3,8,45,1710,5,6,1571,1678,26,26
25179,0.027880377,0.077892562,0.056005744,1681,0.011904762,23,3/23/2017 12:10:18 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,634,1,155,585,702,852,1885,2184,24200,2963,3749,24200,25179,35247,0,0,27592,38996,27592,27592,38996,2963,3749,38996,2,2,6,6,1680,26,1591,1712,5,1573,26,1591,6,8,13,1606,3,45,3/23/2017 12:10:18 PM,33576,13,1606,3,8,45,1712,5,6,1573,1680,26,26
25179,0.027880377,0.077892562,0.056005744,1681,0.011904762,23,3/23/2017 1:10:21 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,634,1,155,585,702,852,1885,2184,24200,2963,3749,24200,25179,35247,0,0,27592,38996,27592,27592,38996,2963,3749,38996,2,2,6,6,1680,26,1591,1712,5,1573,26,1591,6,8,13,1606,3,45,3/23/2017 1:10:21 PM,33576,13,1606,3,8,45,1712,5,6,1573,1680,26,26
25179,0.027880377,0.077892562,0.056005744,1681,0.011904762,23,3/23/2017 2:10:12 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,634,1,155,585,702,852,1885,2184,24200,2963,3749,24200,25179,35247,0,0,27592,38996,27592,27592,38996,2963,3749,38996,2,2,6,6,1680,26,1591,1712,5,1573,26,1591,6,8,13,1606,3,45,3/23/2017 2:10:12 PM,33576,13,1606,3,8,45,1712,5,6,1573,1680,26,26
25193,0.028182432,0.078181818,0.056461539,1683,0.011807448,23,3/23/2017 3:10:36 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,640,1,155,593,710,858,1892,2202,24200,2963,3750,24200,25193,35250,0,0,27607,39000,27607,27607,39000,2963,3750,39000,2,2,6,6,1682,26,1593,1714,5,1575,26,1593,6,8,13,1608,3,45,3/23/2017 3:10:36 PM,33576,13,1608,3,8,45,1714,5,6,1575,1682,26,26
25193,0.028182432,0.078305785,0.056512821,1684,0.011796733,23,3/23/2017 4:10:28 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,641,1,155,593,710,859,1895,2204,24200,2963,3750,24200,25193,35250,0,0,27607,39000,27607,27607,39000,2963,3750,39000,2,2,6,6,1683,26,1595,1715,5,1578,26,1595,6,8,13,1609,3,45,3/23/2017 4:10:28 PM,33576,13,1609,3,8,45,1715,5,6,1578,1683,26,26
25193,0.028182432,0.078305785,0.056512821,1684,0.011796733,23,3/23/2017 5:10:16 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,215,3,641,1,155,593,710,859,1895,2204,24200,2963,3750,24200,25193,35250,0,0,27607,39000,27607,27607,39000,2963,3750,39000,2,2,6,6,1683,26,1595,1715,5,1578,26,1595,6,8,13,1609,3,45,3/23/2017 5:10:16 PM,33576,13,1609,3,8,45,1715,5,6,1578,1683,26,26
